county_id,service_area_id,zip_code_id
41035,10091-2024-ORS002,97733
41035,10091-2024-ORS002,97737
41037,10091-2024-ORS002,97620
41037,10091-2024-ORS002,97635
41037,10091-2024-ORS002,97637
41037,10091-2024-ORS002,97640
41037,10091-2024-ORS002,97641
41045,10091-2024-ORS002,97901
41031,10091-2024-ORS002,97741
41023,10091-2024-ORS002,97856
41023,10091-2024-ORS002,97864
41051,10091-2024-ORS002,97280
41051,10091-2024-ORS002,97282
41051,10091-2024-ORS002,97292
41051,10091-2024-ORS002,97296
41067,10091-2024-ORS002,97076
41067,10091-2024-ORS002,97078
41051,10091-2024-ORS002,97009
41051,10091-2024-ORS002,97056
41051,10091-2024-ORS002,97086
41051,10091-2024-ORS002,97089
41051,10091-2024-ORS002,97222
41051,10091-2024-ORS002,97229
41067,10091-2024-ORS002,97079
41067,10091-2024-ORS002,97109
41067,10091-2024-ORS002,97113
41067,10091-2024-ORS002,97116
41067,10091-2024-ORS002,97117
41067,10091-2024-ORS002,97119
41067,10091-2024-ORS002,97124
41067,10091-2024-ORS002,97125
41047,10091-2024-ORS002,97381
41047,10091-2024-ORS002,97384
41047,10091-2024-ORS002,97385
41053,10091-2024-ORS002,97344
41053,10091-2024-ORS002,97347
41053,10091-2024-ORS002,97351
41051,10091-2024-ORS002,97133
41051,10091-2024-ORS002,97019
41051,10091-2024-ORS002,97030
41051,10091-2024-ORS002,97211
41051,10091-2024-ORS002,97230
41051,10091-2024-ORS002,97236
41051,10091-2024-ORS002,97240
41051,10091-2024-ORS002,97286
41051,10091-2024-ORS002,97293
41051,10091-2024-ORS002,97206
41051,10091-2024-ORS002,97209
41051,10091-2024-ORS002,97212
41051,10091-2024-ORS002,97214
41051,10091-2024-ORS002,97215
41051,10091-2024-ORS002,97216
41051,10091-2024-ORS002,97217
41051,10091-2024-ORS002,97219
41051,10091-2024-ORS002,97220
41051,10091-2024-ORS002,97221
41051,10091-2024-ORS002,97227
41051,10091-2024-ORS002,97228
41051,10091-2024-ORS002,97238
41051,10091-2024-ORS002,97239
41051,10091-2024-ORS002,97252
41051,10091-2024-ORS002,97253
41051,10091-2024-ORS002,97266
41039,10091-2024-ORS002,97324
41067,10091-2024-ORS002,97064
41067,10091-2024-ORS002,97132
41067,10091-2024-ORS002,97210
41067,10091-2024-ORS002,97219
41067,10091-2024-ORS002,97129
41067,10091-2024-ORS002,97144
41067,10091-2024-ORS002,97291
41039,10091-2024-ORS002,97461
41039,10091-2024-ORS002,97477
41067,10091-2024-ORS002,97221
41039,10091-2024-ORS002,97446
41043,10091-2024-ORS002,97350
41043,10091-2024-ORS002,97383
41043,10091-2024-ORS002,97321
41043,10091-2024-ORS002,97329
41043,10091-2024-ORS002,97348
41043,10091-2024-ORS002,97355
41043,10091-2024-ORS002,97358
41043,10091-2024-ORS002,97360
41043,10091-2024-ORS002,97374
41043,10091-2024-ORS002,97377
41043,10091-2024-ORS002,97389
41047,10091-2024-ORS002,97002
41047,10091-2024-ORS002,97020
41047,10091-2024-ORS002,97301
41071,10091-2024-ORS002,97119
41071,10091-2024-ORS002,97304
41071,10091-2024-ORS002,97101
41071,10091-2024-ORS002,97111
41071,10091-2024-ORS002,97114
41071,10091-2024-ORS002,97115
41071,10091-2024-ORS002,97128
41071,10091-2024-ORS002,97132
41003,10091-2024-ORS002,97361
41003,10091-2024-ORS002,97333
41039,10091-2024-ORS002,97403
41039,10091-2024-ORS002,97405
41039,10091-2024-ORS002,97408
41039,10091-2024-ORS002,97413
41039,10091-2024-ORS002,97439
41039,10091-2024-ORS002,97448
41039,10091-2024-ORS002,97451
41039,10091-2024-ORS002,97454
41039,10091-2024-ORS002,97487
41039,10091-2024-ORS002,97488
41039,10091-2024-ORS002,97490
41043,10091-2024-ORS002,97759
41047,10091-2024-ORS002,97302
41047,10091-2024-ORS002,97305
41047,10091-2024-ORS002,97306
41047,10091-2024-ORS002,97314
41047,10091-2024-ORS002,97317
41047,10091-2024-ORS002,97358
41047,10091-2024-ORS002,97360
41053,10091-2024-ORS002,97101
41053,10091-2024-ORS002,97396
41053,10091-2024-ORS002,97304
41053,10091-2024-ORS002,97338
41053,10091-2024-ORS002,97361
41053,10091-2024-ORS002,97371
41017,10091-2024-ORS002,97760
41017,10091-2024-ORS002,97701
41017,10091-2024-ORS002,97702
41017,10091-2024-ORS002,97707
41017,10091-2024-ORS002,97708
41017,10091-2024-ORS002,97712
41017,10091-2024-ORS002,97739
41017,10091-2024-ORS002,97759
41035,10091-2024-ORS002,97602
41035,10091-2024-ORS002,97604
41035,10091-2024-ORS002,97621
41035,10091-2024-ORS002,97623
41035,10091-2024-ORS002,97624
41035,10091-2024-ORS002,97632
41035,10091-2024-ORS002,97634
41057,10091-2024-ORS002,97368
41057,10091-2024-ORS002,97108
41057,10091-2024-ORS002,97130
41057,10091-2024-ORS002,97131
41057,10091-2024-ORS002,97141
41057,10091-2024-ORS002,97143
41057,10091-2024-ORS002,97149
41023,10091-2024-ORS002,97877
41023,10091-2024-ORS002,97865
41025,10091-2024-ORS002,97911
41025,10091-2024-ORS002,97710
41025,10091-2024-ORS002,97720
41025,10091-2024-ORS002,97722
41025,10091-2024-ORS002,97758
41025,10091-2024-ORS002,97904
41027,10091-2024-ORS002,97031
41031,10091-2024-ORS002,97711
41031,10091-2024-ORS002,97730
41031,10091-2024-ORS002,97734
41031,10091-2024-ORS002,97761
41045,10091-2024-ORS002,97903
41045,10091-2024-ORS002,97906
41045,10091-2024-ORS002,97908
41035,10091-2024-ORS002,97639
41037,10091-2024-ORS002,97739
41023,10091-2024-ORS002,97720
41053,10091-2024-ORS002,97321
41037,10091-2024-ORS002,97758
41041,10091-2024-ORS002,97365
41041,10091-2024-ORS002,97366
41041,10091-2024-ORS002,97367
41041,10091-2024-ORS002,97368
41041,10091-2024-ORS002,97369
41041,10091-2024-ORS002,97376
41041,10091-2024-ORS002,97380
41019,10091-2024-ORS002,97436
41019,10091-2024-ORS002,97441
41019,10091-2024-ORS002,97442
41019,10091-2024-ORS002,97447
41019,10091-2024-ORS002,97462
41019,10091-2024-ORS002,97469
41019,10091-2024-ORS002,97470
41019,10091-2024-ORS002,97416
41019,10091-2024-ORS002,97417
41019,10091-2024-ORS002,97429
41019,10091-2024-ORS002,97471
41019,10091-2024-ORS002,97473
41019,10091-2024-ORS002,97479
41033,10091-2024-ORS002,97527
41033,10091-2024-ORS002,97528
41033,10091-2024-ORS002,97531
41033,10091-2024-ORS002,97534
41045,10091-2024-ORS002,97920
41049,10091-2024-ORS002,97838
41049,10091-2024-ORS002,97836
41049,10091-2024-ORS002,97839
41049,10091-2024-ORS002,97843
41049,10091-2024-ORS002,97844
41055,10091-2024-ORS002,97050
41069,10091-2024-ORS002,97825
41003,10091-2024-ORS002,97324
41003,10091-2024-ORS002,97326
41003,10091-2024-ORS002,97330
41003,10091-2024-ORS002,97331
41003,10091-2024-ORS002,97339
41059,10091-2024-ORS002,97813
41059,10091-2024-ORS002,97875
41059,10091-2024-ORS002,97880
41059,10091-2024-ORS002,97886
41005,10091-2024-ORS002,97002
41005,10091-2024-ORS002,97062
41005,10091-2024-ORS002,97140
41005,10091-2024-ORS002,97219
41005,10091-2024-ORS002,97362
41005,10091-2024-ORS002,97011
41005,10091-2024-ORS002,97013
41005,10091-2024-ORS002,97022
41005,10091-2024-ORS002,97023
41005,10091-2024-ORS002,97027
41005,10091-2024-ORS002,97034
41005,10091-2024-ORS002,97035
41005,10091-2024-ORS002,97045
41005,10091-2024-ORS002,97049
41005,10091-2024-ORS002,97055
41005,10091-2024-ORS002,97067
41005,10091-2024-ORS002,97068
41005,10091-2024-ORS002,97086
41005,10091-2024-ORS002,97089
41005,10091-2024-ORS002,97268
41005,10091-2024-ORS002,97269
41047,10091-2024-ORS002,97026
41047,10091-2024-ORS002,97032
41047,10091-2024-ORS002,97071
41047,10091-2024-ORS002,97137
41047,10091-2024-ORS002,97303
41019,10091-2024-ORS002,97432
41019,10091-2024-ORS002,97435
41019,10091-2024-ORS002,97443
41019,10091-2024-ORS002,97457
41019,10091-2024-ORS002,97467
41019,10091-2024-ORS002,97494
41019,10091-2024-ORS002,97495
41019,10091-2024-ORS002,97496
41029,10091-2024-ORS002,97501
41029,10091-2024-ORS002,97502
41047,10091-2024-ORS002,97307
41047,10091-2024-ORS002,97308
41047,10091-2024-ORS002,97309
41047,10091-2024-ORS002,97310
41047,10091-2024-ORS002,97311
41047,10091-2024-ORS002,97312
41047,10091-2024-ORS002,97325
41047,10091-2024-ORS002,97342
41047,10091-2024-ORS002,97350
41047,10091-2024-ORS002,97352
41047,10091-2024-ORS002,97362
41047,10091-2024-ORS002,97373
41053,10091-2024-ORS002,97370
41053,10091-2024-ORS002,97378
41017,10091-2024-ORS002,97703
41017,10091-2024-ORS002,97709
41017,10091-2024-ORS002,97756
41035,10091-2024-ORS002,97601
41035,10091-2024-ORS002,97603
41035,10091-2024-ORS002,97622
41035,10091-2024-ORS002,97625
41035,10091-2024-ORS002,97626
41035,10091-2024-ORS002,97627
41035,10091-2024-ORS002,97633
41035,10091-2024-ORS002,97731
41037,10091-2024-ORS002,97630
41037,10091-2024-ORS002,97636
41037,10091-2024-ORS002,97638
41037,10091-2024-ORS002,97735
41019,10091-2024-ORS002,97410
41033,63474-2024-ORS001,97523
41033,63474-2024-ORS001,97526
41033,63474-2024-ORS001,97538
41033,63474-2024-ORS001,97543
41063,63474-2024-ORS001,97828
41045,63474-2024-ORS001,89421
41059,63474-2024-ORS001,99362
41051,63474-2024-ORS001,97283
41061,63474-2024-ORS001,97850
41061,63474-2024-ORS001,97867
41061,63474-2024-ORS001,97876
41051,63474-2024-ORS001,97014
41051,63474-2024-ORS001,97225
41039,63474-2024-ORS001,97419
41039,63474-2024-ORS001,97430
41039,63474-2024-ORS001,97431
41055,63474-2024-ORS001,97029
41059,63474-2024-ORS001,97801
41059,63474-2024-ORS001,97810
41045,63474-2024-ORS001,97917
41003,63474-2024-ORS001,97321
41003,63474-2024-ORS001,97448
41039,63474-2024-ORS001,97401
41039,63474-2024-ORS001,97402
41039,63474-2024-ORS001,97404
41039,63474-2024-ORS001,97409
41039,63474-2024-ORS001,97412
41039,63474-2024-ORS001,97426
41039,63474-2024-ORS001,97437
41039,63474-2024-ORS001,97463
41039,63474-2024-ORS001,97475
41039,63474-2024-ORS001,97492
41039,63474-2024-ORS001,97493
41039,63474-2024-ORS001,97456
41071,63474-2024-ORS001,97378
41071,63474-2024-ORS001,97347
41005,63474-2024-ORS001,97028
41005,63474-2024-ORS001,97038
41005,63474-2024-ORS001,97042
41005,63474-2024-ORS001,97019
41005,63474-2024-ORS001,97080
41051,63474-2024-ORS001,97080
41003,63474-2024-ORS001,97370
41003,63474-2024-ORS001,97456
41005,63474-2024-ORS001,97004
41005,63474-2024-ORS001,97009
41005,63474-2024-ORS001,97015
41005,63474-2024-ORS001,97017
41005,63474-2024-ORS001,97036
41005,63474-2024-ORS001,97070
41005,63474-2024-ORS001,97222
41005,63474-2024-ORS001,97267
41005,63474-2024-ORS001,97132
41005,63474-2024-ORS001,97206
41005,63474-2024-ORS001,97375
41051,63474-2024-ORS001,97203
41041,63474-2024-ORS001,97324
41001,63474-2024-ORS001,97834
41001,63474-2024-ORS001,97884
41045,63474-2024-ORS001,97902
41045,63474-2024-ORS001,97909
41045,63474-2024-ORS001,97910
41045,63474-2024-ORS001,97911
41045,63474-2024-ORS001,97907
41059,63474-2024-ORS001,97882
41041,63474-2024-ORS001,97357
41061,63474-2024-ORS001,97859
41031,63474-2024-ORS001,97759
41051,63474-2024-ORS001,97207
41051,63474-2024-ORS001,97208
41051,63474-2024-ORS001,97210
41051,63474-2024-ORS001,97213
41051,63474-2024-ORS001,97218
41051,63474-2024-ORS001,97242
41051,63474-2024-ORS001,97250
41051,63474-2024-ORS001,97256
41051,63474-2024-ORS001,97124
41067,63474-2024-ORS001,97003
41067,63474-2024-ORS001,97005
41067,63474-2024-ORS001,97006
41067,63474-2024-ORS001,97007
41067,63474-2024-ORS001,97008
41067,63474-2024-ORS001,97224
41067,63474-2024-ORS001,97225
41067,63474-2024-ORS001,97229
41067,63474-2024-ORS001,97281
41067,63474-2024-ORS001,97298
41067,63474-2024-ORS001,97035
41067,63474-2024-ORS001,97056
41067,63474-2024-ORS001,97070
41067,63474-2024-ORS001,97231
41071,63474-2024-ORS001,97127
41071,63474-2024-ORS001,97148
41071,63474-2024-ORS001,97396
41071,63474-2024-ORS001,97123
41071,63474-2024-ORS001,97140
41039,63474-2024-ORS001,97424
41039,63474-2024-ORS001,97453
41039,63474-2024-ORS001,97478
41039,63474-2024-ORS001,97480
41043,63474-2024-ORS001,97355
41043,63474-2024-ORS001,97358
41043,63474-2024-ORS001,97360
41043,63474-2024-ORS001,97374
41043,63474-2024-ORS001,97377
41043,63474-2024-ORS001,97389
41043,63474-2024-ORS001,97350
41043,63474-2024-ORS001,97383
41047,63474-2024-ORS001,97002
41047,63474-2024-ORS001,97020
41047,63474-2024-ORS001,97301
41047,63474-2024-ORS001,97302
41047,63474-2024-ORS001,97305
41047,63474-2024-ORS001,97306
41047,63474-2024-ORS001,97314
41047,63474-2024-ORS001,97317
41047,63474-2024-ORS001,97346
41047,63474-2024-ORS001,97375
41047,63474-2024-ORS001,97383
41047,63474-2024-ORS001,97392
41047,63474-2024-ORS001,97358
41047,63474-2024-ORS001,97360
41053,63474-2024-ORS001,97304
41053,63474-2024-ORS001,97338
41053,63474-2024-ORS001,97361
41053,63474-2024-ORS001,97371
41053,63474-2024-ORS001,97101
41053,63474-2024-ORS001,97396
41017,63474-2024-ORS001,97701
41017,63474-2024-ORS001,97702
41017,63474-2024-ORS001,97707
41017,63474-2024-ORS001,97760
41035,63474-2024-ORS001,97623
41035,63474-2024-ORS001,97624
41035,63474-2024-ORS001,97632
41035,63474-2024-ORS001,97634
41035,63474-2024-ORS001,97639
41037,63474-2024-ORS001,97637
41037,63474-2024-ORS001,97640
41037,63474-2024-ORS001,97641
41037,63474-2024-ORS001,97739
41007,63474-2024-ORS001,97103
41007,63474-2024-ORS001,97110
41007,63474-2024-ORS001,97138
41007,63474-2024-ORS001,97145
41007,63474-2024-ORS001,97146
41009,63474-2024-ORS001,97016
41009,63474-2024-ORS001,97048
41009,63474-2024-ORS001,97051
41009,63474-2024-ORS001,97056
41009,63474-2024-ORS001,97064
41011,63474-2024-ORS001,97407
41011,63474-2024-ORS001,97411
41011,63474-2024-ORS001,97414
41011,63474-2024-ORS001,97420
41011,63474-2024-ORS001,97458
41011,63474-2024-ORS001,97459
41011,63474-2024-ORS001,97466
41015,63474-2024-ORS001,97406
41015,63474-2024-ORS001,97415
41015,63474-2024-ORS001,97476
41015,63474-2024-ORS001,97491
41041,63474-2024-ORS001,97341
41041,63474-2024-ORS001,97343
41041,63474-2024-ORS001,97364
41041,63474-2024-ORS001,97388
41041,63474-2024-ORS001,97391
41041,63474-2024-ORS001,97498
41041,63474-2024-ORS001,97326
41057,63474-2024-ORS001,97107
41057,63474-2024-ORS001,97112
41057,63474-2024-ORS001,97118
41057,63474-2024-ORS001,97122
41057,63474-2024-ORS001,97134
41057,63474-2024-ORS001,97135
41057,63474-2024-ORS001,97136
41057,63474-2024-ORS001,97147
41001,63474-2024-ORS001,97905
41001,63474-2024-ORS001,97867
41013,63474-2024-ORS001,97751
41021,63474-2024-ORS001,97812
41021,63474-2024-ORS001,97823
41023,63474-2024-ORS001,97817
41023,63474-2024-ORS001,97825
41023,63474-2024-ORS001,97720
41025,63474-2024-ORS001,97732
41027,63474-2024-ORS001,97014
41027,63474-2024-ORS001,97041
41027,63474-2024-ORS001,97044
41031,63474-2024-ORS001,97741
41031,63474-2024-ORS001,97760
41045,63474-2024-ORS001,97913
41045,63474-2024-ORS001,97914
41045,63474-2024-ORS001,97918
41049,63474-2024-ORS001,97818
41055,63474-2024-ORS001,97033
41055,63474-2024-ORS001,97039
41055,63474-2024-ORS001,97065
41059,63474-2024-ORS001,97826
41059,63474-2024-ORS001,97835
41059,63474-2024-ORS001,97838
41059,63474-2024-ORS001,97859
41059,63474-2024-ORS001,97862
41059,63474-2024-ORS001,97868
41061,63474-2024-ORS001,97824
41061,63474-2024-ORS001,97814
41065,63474-2024-ORS001,97001
41065,63474-2024-ORS001,97021
41065,63474-2024-ORS001,97040
41025,63474-2024-ORS001,97721
41025,63474-2024-ORS001,97738
41061,63474-2024-ORS001,97827
41061,63474-2024-ORS001,97841
41061,63474-2024-ORS001,97883
41063,63474-2024-ORS001,97842
41063,63474-2024-ORS001,97846
41063,63474-2024-ORS001,97857
41063,63474-2024-ORS001,97885
41023,63474-2024-ORS001,97869
41023,63474-2024-ORS001,97873
41025,63474-2024-ORS001,97736
41001,63474-2024-ORS001,97814
41001,63474-2024-ORS001,97819
41001,63474-2024-ORS001,97833
41001,63474-2024-ORS001,97837
41051,63474-2024-ORS001,97205
41067,63474-2024-ORS001,97062
41043,63474-2024-ORS001,97345
41043,63474-2024-ORS001,97346
41043,63474-2024-ORS001,97352
41051,63474-2024-ORS001,97254
41051,63474-2024-ORS001,97034
41005,63474-2024-ORS001,97032
41005,63474-2024-ORS001,97071
41005,63474-2024-ORS001,97202
41033,63474-2024-ORS001,97497
41033,63474-2024-ORS001,97532
41033,63474-2024-ORS001,97533
41033,63474-2024-ORS001,97544
41065,63474-2024-ORS001,97741
41069,63474-2024-ORS001,97750
41069,63474-2024-ORS001,97874
41069,63474-2024-ORS001,97848
41019,63474-2024-ORS001,97481
41019,63474-2024-ORS001,97484
41019,63474-2024-ORS001,97486
41019,63474-2024-ORS001,97499
41019,63474-2024-ORS001,97424
41019,63474-2024-ORS001,97731
41029,63474-2024-ORS001,97504
